datetime,Open,Close,High,Low,Volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-31,61.356,61.443,62.185,60.616,45379487,27915396864.0,2.5,-1.99,-1.247,1.84
2024-02-01,62.016,62.943,63.107,61.566,36914579,23043823872.0,2.51,2.44,1.5,1.5
2024-02-02,63.89,66.076,66.516,63.606,47657765,31277691392.0,4.62,4.98,3.133,1.93
2024-02-05,68.141,69.248,69.413,67.121,68007801,46691473664.0,3.47,4.8,3.172,2.76
2024-02-06,69.546,68.139,69.67,66.216,68311136,46285360128.0,4.99,-1.6,-1.109,2.77
2024-02-07,68.235,70.015,70.136,67.516,49557455,34320128000.0,3.85,2.75,1.876,2.01
2024-02-08,69.99,69.557,70.71,69.371,41442211,29058207488.0,1.91,-0.65,-0.458,1.68
2024-02-09,70.449,72.049,72.101,70.128,43663689,31214755840.0,2.84,3.58,2.492,1.77
2024-02-12,72.516,72.164,74.527,71.166,61371018,44733928448.0,4.66,0.16,0.115,2.49
2024-02-13,70.316,72.044,73.366,69.536,60258015,43389572352.0,5.31,-0.17,-0.12,2.45
2024-02-14,73.118,73.816,74.152,71.854,50491742,36978431488.0,3.19,2.46,1.772,2.05
2024-02-15,73.785,72.574,73.891,72.316,42012181,30671888896.0,2.13,-1.68,-1.242,1.71
2024-02-16,74.016,72.529,74.318,72.417,49532662,36375176448.0,2.62,-0.06,-0.045,1.98
2024-02-20,71.863,69.368,71.872,67.65,70483310,48628376064.0,5.82,-4.36,-3.161,2.82
2024-02-21,67.922,67.388,68.804,66.164,69029813,46594491136.0,3.81,-2.85,-1.98,2.76
2024-02-22,74.941,78.454,78.491,74.136,86509974,66910942976.0,6.46,16.42,11.066,3.46
2024-02-23,80.706,78.733,82.31,77.486,82938837,66274203136.0,6.15,0.36,0.279,3.32
2024-02-26,79.616,79.008,80.562,78.421,50397273,40104562176.0,2.72,0.35,0.275,2.02
2024-02-27,79.297,78.617,79.396,77.078,39170524,30850481664.0,2.93,-0.49,-0.391,1.57
2024-02-28,77.536,77.579,78.849,77.041,39311040,30647843328.0,2.3,-1.32,-1.038,1.57
2024-02-29,79.01,79.028,79.906,78.266,50728898,40220366336.0,2.11,1.87,1.449,2.03
2024-03-01,79.916,82.195,82.216,79.351,47913510,38988867328.0,3.63,4.01,3.167,1.92
2024-03-04,84.046,85.153,87.611,83.635,61561645,52807235584.0,4.84,3.6,2.958,2.46
2024-03-05,85.19,85.884,86.017,83.337,52063930,44225487360.0,3.15,0.86,0.731,2.08
2024-03-06,87.942,88.62,89.644,86.95,58252030,51545113856.0,3.14,3.19,2.736,2.33
2024-03-07,90.078,92.589,92.687,89.522,60811916,55707893248.0,3.57,4.48,3.969,2.43
2024-03-08,95.058,87.448,97.32,86.426,114226906,104040869888.0,11.77,-5.55,-5.141,4.57
2024-03-11,86.349,85.694,88.717,84.086,67836412,58769315584.0,5.3,-2.01,-1.754,2.71
2024-03-12,87.969,91.833,91.88,86.07,66807515,59927799296.0,6.78,7.16,6.139,2.67
2024-03-13,90.975,90.808,91.424,88.355,63571289,57124284416.0,3.34,-1.12,-1.025,2.54
2024-03-14,89.497,87.864,90.566,86.52,60231816,53034971648.0,4.46,-3.24,-2.944,2.41
2024-03-15,86.85,87.757,89.466,86.177,64208616,56665141760.0,3.74,-0.12,-0.107,2.57
2024-03-18,90.308,88.375,92.325,87.005,66897593,59795396608.0,6.06,0.7,0.618,2.68
2024-03-19,86.62,89.318,90.464,84.93,67217127,59077335296.0,6.26,1.07,0.943,2.69
2024-03-20,89.717,90.292,90.33,88.143,47906279,42799617280.0,2.45,1.09,0.974,1.92
2024-03-21,92.22,91.355,92.568,90.325,48037231,44016389120.0,2.48,1.18,1.063,1.92
2024-03-22,91.061,94.209,94.698,90.754,58671936,54879789056.0,4.32,3.12,2.854,2.35
2024-03-25,93.861,94.922,96.686,93.43,55213608,52736132864.0,3.46,0.76,0.713,2.24
2024-03-26,95.771,92.481,96.295,92.422,51364758,48530114304.0,4.08,-2.57,-2.441,2.08
2024-03-27,93.032,90.17,93.16,89.043,58606723,52908790784.0,4.45,-2.5,-2.311,2.38
2024-03-28,89.92,90.276,91.22,89.113,43521227,39392244736.0,2.34,0.12,0.106,1.77
2024-04-01,90.219,90.283,92.145,89.124,45244149,40953959936.0,3.35,0.01,0.007,1.84
